0	0.0675
1	0.11
2	0.135
3	0.1625
4	0.1675
5	0.19
6	0.205
7	0.2175
8	0.2375
9	0.2525
10	0.265
11	0.275
12	0.29
13	0.3
14	0.32
15	0.325
16	0.335
17	0.34
18	0.3575
19	0.3725
20	0.385
21	0.4075
22	0.425
23	0.44
24	0.45
25	0.4675
26	0.4825
27	0.495
28	0.51
29	0.5175
30	0.52
31	0.525
32	0.5425
33	0.5525
34	0.555
35	0.5625
36	0.58
37	0.5925
38	0.6025
39	0.6075
40	0.615
41	0.62
42	0.6325
43	0.64
44	0.65
45	0.6575
46	0.67
47	0.6775
48	0.685
49	0.69
50	0.7025
51	0.715
52	0.7225
53	0.725
54	0.7425
55	0.755
56	0.76
57	0.77
58	0.78
59	0.7875
60	0.7875
61	0.8025
62	0.815
63	0.8325
64	0.835
65	0.8425
66	0.85
67	0.855
68	0.865
69	0.8725
70	0.8775
71	0.88
72	0.885
73	0.89
74	0.9
75	0.91
76	0.9125
77	0.925
78	0.9275
79	0.9275
80	0.9325
81	0.9325
82	0.935
83	0.945
84	0.9475
85	0.95
86	0.9525
87	0.955
88	0.955
89	0.9575
90	0.9625
91	0.965
92	0.97
93	0.9725
94	0.975
95	0.9775
96	0.9775
97	0.98
98	0.98
99	0.98
100	1.0
