0	0.05
1	0.075
2	0.075
3	0.0775
4	0.0775
5	0.0775
6	0.0775
7	0.0775
8	0.0775
9	0.0775
10	0.0775
11	0.0775
12	0.0775
13	0.0775
14	0.0775
15	0.0775
16	0.0775
17	0.0775
18	0.0775
19	0.0775
20	0.0775
21	0.0775
22	0.0775
23	0.0775
24	0.0775
25	0.0775
26	0.0775
27	0.0775
28	0.0775
29	0.0775
30	0.0775
31	0.0775
32	0.0775
33	0.0775
34	0.0775
35	0.0775
36	0.0775
37	0.0775
38	0.0775
39	0.0775
40	0.0775
41	0.0775
42	0.0775
43	0.0775
44	0.0775
45	0.0775
46	0.0775
47	0.0775
48	0.0775
49	0.0775
50	0.0775
51	0.0775
52	0.0775
53	0.0775
54	0.0775
55	0.0775
56	0.0775
57	0.0775
58	0.0775
59	0.0775
60	0.0775
61	0.0775
62	0.0775
63	0.0775
64	0.0775
65	0.0775
66	0.0775
67	0.0775
68	0.0775
69	0.0775
70	0.0775
71	0.0775
72	0.0775
73	0.0775
74	0.0775
75	0.0775
76	0.0775
77	0.0775
78	0.0775
79	0.0775
80	0.0775
81	0.0775
82	0.0775
83	0.0775
84	0.0775
85	0.0775
86	0.0775
87	0.0775
88	0.0775
89	0.0775
90	0.0775
91	0.0775
92	0.0775
93	0.0775
94	0.0775
95	0.0775
96	0.0775
97	0.0775
98	0.0775
99	0.0775
100	1.0
