0	0.02
1	0.045
2	0.0525
3	0.0625
4	0.07
5	0.0725
6	0.085
7	0.0975
8	0.1025
9	0.1125
10	0.13
11	0.1325
12	0.1425
13	0.15
14	0.16
15	0.1625
16	0.1675
17	0.1725
18	0.1775
19	0.1775
20	0.18
21	0.19
22	0.2025
23	0.21
24	0.215
25	0.225
26	0.235
27	0.24
28	0.24
29	0.2475
30	0.26
31	0.265
32	0.2775
33	0.2825
34	0.295
35	0.3075
36	0.3275
37	0.335
38	0.3425
39	0.3525
40	0.355
41	0.3725
42	0.3825
43	0.385
44	0.3925
45	0.4025
46	0.415
47	0.4225
48	0.43
49	0.4475
50	0.4625
51	0.47
52	0.4725
53	0.4875
54	0.4975
55	0.5075
56	0.52
57	0.5225
58	0.5375
59	0.5475
60	0.56
61	0.575
62	0.58
63	0.5875
64	0.595
65	0.6025
66	0.605
67	0.6175
68	0.6275
69	0.645
70	0.6525
71	0.655
72	0.66
73	0.6725
74	0.6775
75	0.6825
76	0.705
77	0.7175
78	0.735
79	0.75
80	0.7625
81	0.77
82	0.7825
83	0.7975
84	0.8175
85	0.825
86	0.8325
87	0.85
88	0.8675
89	0.8775
90	0.885
91	0.9
92	0.9075
93	0.9225
94	0.955
95	0.98
96	0.995
97	0.995
98	0.995
99	1.0
100	1.0
