2	2	50.0
2	3	33.333333333333336
2	4	50.0
2	5	20.0
2	6	0.0
2	7	28.571428571428573
2	8	12.5
2	9	11.11111111111111
2	10	20.0
2	11	0.0
2	12	16.666666666666668
2	13	7.6923076923076925
2	14	7.142857142857143
2	15	13.333333333333334
2	16	31.25
2	17	11.764705882352942
2	18	11.11111111111111
2	19	15.789473684210526
2	20	10.0
2	21	4.761904761904762
2	22	4.545454545454546
2	23	8.695652173913043
2	24	8.333333333333334
2	25	12.0
2	26	3.8461538461538463
2	27	7.407407407407407
2	28	7.142857142857143
2	29	3.4482758620689653
2	30	0.0
2	31	12.903225806451612
2	32	9.375
2	33	9.090909090909092
2	34	0.0
2	35	0.0
2	36	5.555555555555555
2	37	8.108108108108109
2	38	2.6315789473684212
2	39	5.128205128205129
2	40	5.0
2	41	4.878048780487805
2	42	7.142857142857143
2	43	6.976744186046512
2	44	2.272727272727273
2	45	8.88888888888889
2	46	6.521739130434782
2	47	10.638297872340425
2	48	8.333333333333334
2	49	4.081632653061225
2	50	6.0
2	51	1.9607843137254901
2	52	7.6923076923076925
2	53	5.660377358490566
2	54	5.555555555555555
2	55	5.454545454545454
2	56	1.7857142857142858
2	57	1.7857142857142858
2	58	6.896551724137931
2	59	1.694915254237288
2	60	3.3333333333333335
2	61	1.639344262295082
2	62	3.225806451612903
2	63	3.1746031746031744
2	64	1.5625
2	65	3.076923076923077
2	66	1.5151515151515151
2	67	5.970149253731344
2	68	2.985074626865672
2	69	0.0
2	70	7.142857142857143
2	71	2.816901408450704
2	72	2.816901408450704
2	73	8.219178082191782
2	74	1.3513513513513513
2	75	0.0
2	76	2.6315789473684212
2	77	3.896103896103896
2	78	5.128205128205129
2	79	1.2658227848101267
2	80	2.5
2	81	2.4691358024691357
2	82	4.878048780487805
2	83	3.6144578313253013
2	84	0.0
2	85	3.5294117647058822
2	86	1.1627906976744187
2	87	2.2988505747126435
2	88	2.272727272727273
2	89	3.3707865168539324
2	90	0.0
2	91	5.4945054945054945
2	92	0.0
2	93	3.225806451612903
2	94	1.0638297872340425
2	95	2.1052631578947367
2	96	2.0833333333333335
2	97	5.154639175257732
2	98	3.061224489795918
2	99	3.0303030303030303
2	100	5.0
3	2	50.0
3	3	66.66666666666667
3	4	25.0
3	5	20.0
3	6	16.666666666666668
